MoviesName,Stars_1,Stars_2,Stars_3,Stars_4,Votes,Genre_1,Genre_2,Genre_3,Gross,Certification,Popularity
Star Trek II: The Wrath of Khan,William Shatne,Leonard Nimoy,DeForest Kelley,James Doohan,"125,206",Action,Adventure,Sci-Fi,78.91,12A,"2,457"
The Bourne Supremacy,Matt Damon,Franka Potente,Joan Allen,Brian Cox,"473,471",Action,Mystery,Thriller,176.24,12A,"2,465"
Bonnie and Clyde,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,"116,465",Action,Biography,Crime,nan,X,"2,837"
The French Connection,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,"127,590",Action,Crime,Drama,15.63,X,"2,923"
Badlands,Martin Sheen,Sissy Spacek,Warren Oates,Ramon Bieri,"75,304",Action,Crime,Drama,nan,X,"3,710"
Run Lola Run,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,"202,327",Action,Crime,Thriller,7.27,15,"4,469"
Kubo and the Two Strings,Charlize Theron,Art Parkinson,Matthew McConaughey,Ralph Fiennes,"133,596",Animation,Action,Adventure,48.02,PG,"4,721"
Ponniyin Selvan,Vikram,Aishwarya Rai Bachchan,Jayam Ravi,Karthi,"33,612",Action,Adventure,Drama,nan,15,"4,918"
Key Largo,Humphrey Bog,Edward G. Robinson,Lauren Bacall,Lionel Barrymore,"42,546",Action,Crime,Drama,nan,PG,nan
The Man from Nowhere,Won Bin,Kim Sae-ron,Kim Tae-hoon,Kim Hee-won,"71,950",Action,Crime,Drama,0.01,18,nan
Hard Boiled,Chow Yun-F,Tony Leung Chiu-wai,Teresa Mo,Philip Chan,"52,121",Action,Crime,Thriller,nan,18,nan
Scarface,Paul Muni,Ann Dvorak,Karen Morley,Osgood Perkins,"29,086",Action,Crime,Drama,nan,A,nan
Dragon Ball Super: Broly,Masako Nozaw,Aya Hisakawa,Ryô Horikawa,Toshio Furukawa,"29,443",Animation,Action,Adventure,30.71,PG,nan
Joint Security Area,Lee Yeong-ae,Lee Byung-hun,Song Kang-ho,Kim Tae-woo,"32,179",Action,Drama,Thriller,nan,15,nan
Eega,udeep,Nani,Samantha Ruth Prabhu,Hamsa Nandini,"25,943",Action,Comedy,Drama,nan,12A,nan
Udta Punjab,hahid Kapoo,Alia Bhatt,Kareena Kapoor,Diljit Dosanjh,"31,396",Action,Crime,Drama,nan,15,nan
Raazi,Alia Bh,Vicky Kaushal,Rajit Kapoor,Shishir Sharma,"32,273",Action,Drama,Thriller,nan,12A,nan
Guy Ritchie's The Covenant,Jake Gyllenhaal,Dar Salim,Sean Sagar,Jason Wong,"38,663",Action,Thriller,War,nan,R,16
Guardians of the Galaxy: Vol. 2,Chris P,Zoe Saldana,Dave Bautista,Vin Diesel,"714,414",Action,Adventure,Comedy,389.81,12A,77
The Fifth Element,Bruce Willi,Milla Jovovich,Gary Oldman,Ian Holm,"485,973",Action,Adventure,Sci-Fi,63.54,PG,222
Sicario,Emily Blun,Josh Brolin,Benicio Del Toro,Jon Bernthal,"446,132",Action,Crime,Drama,46.89,15,235
300,Gerard Butle,Lena Headey,David Wenham,Dominic West,"836,320",Action,Drama,nan,210.61,15,389
Baby Driver,Ansel Elgo,Jon Bernthal,Jon Hamm,Eiza González,"566,455",Action,Crime,Drama,107.83,15,491
Star Wars: Episode III - Revenge of the Sith,Hayden Christensen,Natalie Portman,Ewan McGregor,Samuel L. Jackson,"811,693",Action,Adventure,Fantasy,380.26,12A,503
Deadpool 2,Ryan Reynold,Josh Brolin,Morena Baccarin,Julian Dennison,"605,012",Action,Adventure,Comedy,324.59,15,508
Watchmen,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,"562,752",Action,Drama,Mystery,107.51,18,624
Harry Potter and the Half-Blood Prince,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,"564,023",Action,Adventure,Family,301.96,12A,641
Kung Fu Panda,Jack Black,Ian McShane,Angelina Jolie,Dustin Hoffman,"488,506",Animation,Action,Adventure,215.43,U,989
RoboCop,Peter Welle,Nancy Allen,Dan O'Herlihy,Ronny Cox,"267,413",Action,Crime,Sci-Fi,53.42,18,"1,010"
Train to Busan,Gong Yoo,Jung Yu-mi,Ma Dong-seok,Su-an Kim,"234,527",Action,Horror,Thriller,2.13,15,"1,011"
The Warriors,Michael Beck,James Remar,Dorsey Wright,Brian Tyler,"106,036",Action,Crime,Thriller,22.49,X,"1,071"
Creed,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,"296,577",Action,Drama,Sport,109.77,12A,"1,114"
The Incredibles 2,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,"309,398",Animation,Action,Adventure,608.58,PG,"1,117"
Mad Max 2,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,"186,089",Action,Adventure,Sci-Fi,12.47,X,"1,134"
Kick-Ass,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,"575,103",Action,Comedy,Crime,48.07,15,"1,135"
Falling Down,Michael Dougl,Robert Duvall,Barbara Hershey,Rachel Ticotin,"196,844",Action,Crime,Drama,40.90,15,"1,321"
Zombieland,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,"595,214",Action,Comedy,Horror,75.59,15,"1,374"
Minority Report,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,"565,154",Action,Crime,Mystery,132.07,12,"1,500"
Sherlock Holmes,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,"648,103",Action,Adventure,Mystery,209.03,12A,"1,515"
Rise of the Planet of the Apes,James Franco,Andy Serkis,Freida Pinto,Karin Konoval,"540,184",Action,Drama,Sci-Fi,176.76,12A,"1,660"
The Raid,Iko Uwai,Ananda George,Ray Sahetapy,Donny Alamsyah,"210,127",Action,Crime,Thriller,4.11,18,"1,780"
Dawn of the Planet of the Apes,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,"451,624",Action,Adventure,Drama,208.55,12A,"1,828"
Where Eagles Dare,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,"60,486",Action,Adventure,War,nan,PG,"2,013"
End of Watch,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,"256,703",Action,Adventure,Crime,41.00,15,"2,186"
Lethal Weapon,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,"266,296",Action,Crime,Thriller,65.21,18,"2,533"
Battle Royale,Tatsuya Fujiw,Aki Maeda,Tarô Yamamoto,Chiaki Kuriyama,"188,312",Action,Adventure,Drama,nan,18,"2,704"
Enter The Dragon,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,"107,696",Action,Crime,Drama,25.00,18,"2,782"
Die Hard: With a Vengeance,Bruce Willi,Jeremy Irons,Samuel L. Jackson,Graham Greene,"395,890",Action,Adventure,Thriller,100.01,15,"3,179"
Star Trek: First Contact,Patrick Stew,Jonathan Frakes,Brent Spiner,LeVar Burton,"128,791",Action,Adventure,Drama,92.00,12,"3,498"
Hotel Mumbai,Dev Patel,Armie Hammer,Nazanin Boniadi,Anupam Kher,"66,992",Action,Drama,History,9.65,15,"3,757"
Only the Brave,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,"73,065",Action,Biography,Drama,18.34,12A,"3,848"
Escape from Alcatraz,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,"141,730",Action,Biography,Crime,43.00,15,"4,556"
United 93,David Alan Basche,Olivia Thirlby,Liza Colón-Zayas,J.J. Johnson,"108,396",Action,Drama,History,31.57,15,nan
The Taking of Pelham One Two Three,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,"32,922",Action,Crime,Thriller,2.49,AA,nan
Vampire Hunter D: Bloodlust,Andrew Philpo,John Rafter Lee,Pamela Adlon,Wendee Lee,"33,477",Animation,Action,Drama,0.15,15,nan
Fearless,Jet Li,Li Sun,Yong Dong,Yun Qu,"77,409",Action,Biography,Drama,24.63,15,nan
Pushpa: The Rise - Part 1,Allu Arjun,Fahadh Faasil,Rashmika Mandanna,Jagadeesh Prathap Bandari,"80,418",Action,Crime,Drama,nan,15,nan
Ludo,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,Fatima Sana Shaikh,"41,207",Action,Comedy,Crime,nan,nan,nan
Evangelion: 1.0 You Are (Not) Alone,Megumi Og,Megumi Hayashibara,Kotono Mitsuishi,Yuriko Yamaguchi,"25,725",Animation,Action,Drama,0.11,12,nan
Cell 211,Luis To,Alberto Ammann,Antonio Resines,Manuel Morón,"69,164",Action,Adventure,Crime,nan,18,nan
Lupin III: The Castle of Cagliostro,Yasuo Yamad,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,"31,778",Animation,Action,Adventure,nan,PG,nan
The Boy and the Beast,Kôji Yakusho,Aoi Miyazaki,Shôta Sometani,Suzu Hirose,"25,377",Animation,Action,Adventure,0.45,12A,nan
Mortal World,Ahmet Mümtaz Taylan,Alper Kul,Sarp Apak,Irem Sak,"28,153",Action,Comedy,Crime,nan,nan,nan
It's a Mad Mad Mad Mad World,pencer Tracy,Milton Berle,Ethel Merman,Mickey Rooney,"43,813",Action,Adventure,Comedy,46.30,U,178
Indiana Jones and the Temple of Doom,Harrison Ford,Kate Capshaw,Ke Huy Quan,Amrish Puri,"503,408",Action,Adventure,nan,179.87,12A,367
Lone Survivor,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,"295,371",Action,Biography,Drama,125.10,15,444
Batman,Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,"387,228",Action,Adventure,nan,251.19,12,477
Scott Pilgrim vs. the World,Michael Ce,Mary Elizabeth Winstead,Kieran Culkin,Anna Kendrick,"441,600",Action,Comedy,Fantasy,31.49,12A,564
Harry Potter and the Order of the Phoenix,Daniel Radcliffe,Emma Watson,Rupert Grint,Brendan Gleeson,"600,987",Action,Adventure,Family,292.00,12A,573
Fury,Brad Pi,Shia LaBeouf,Logan Lerman,Michael Peña,"512,220",Action,Drama,War,85.82,15,608
The Hunger Games: Catching Fire,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Philip Seymour Hoffman,"683,646",Action,Adventure,Sci-Fi,424.67,12A,653
Upgrade,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,Abby Craden,"192,971",Action,Sci-Fi,Thriller,11.98,15,826
The Crow,Brandon Lee,Michael Wincott,Rochelle Davis,Ernie Hudson,"190,336",Action,Crime,Drama,50.69,18,843
Total Recall,Arnold Schwarzenegge,Sharon Stone,Michael Ironside,Rachel Ticotin,"340,726",Action,Adventure,Sci-Fi,119.39,18,946
Doctor Strange,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,"765,487",Action,Adventure,Fantasy,232.64,12A,"1,083"
Master and Commander: The Far Side of the World,Russell Crowe,Paul Bettany,Billy Boyd,James D'Arcy,"228,610",Action,Adventure,Drama,93.93,12A,"1,130"
Collateral,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,"415,931",Action,Crime,Drama,101.01,15,"1,366"
Enemy at the Gates,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,"268,924",Action,Drama,War,51.40,15,"1,638"
Riders of Justice,Mads Mikkelsen,Nikolaj Lie Kaas,Andrea Heick Gadeberg,Lars Brygmann,"55,023",Action,Comedy,Drama,nan,15,"1,743"
Source Code,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright,"530,899",Action,Drama,Mystery,54.71,12A,"2,115"
Munich,Eric Ban,Daniel Craig,Marie-Josée Croze,Ciarán Hinds,"232,071",Action,Drama,History,47.40,15,"2,276"
The Hunt for Red October,ean Connery,Alec Baldwin,Scott Glenn,Sam Neill,"206,709",Action,Adventure,Thriller,122.01,PG,"2,517"
Grindhouse,Kurt Russell,Rose McGowan,Danny Trejo,Zoë Bell,"187,475",Action,Horror,Thriller,25.04,18,"2,676"
Midnight Run,Robert De Niro,Charles Grodin,Yaphet Kotto,John Ashton,"89,430",Action,Comedy,Crime,38.41,15,"3,105"
The Guns of Navarone,David Niven,Gregory Peck,Anthony Quinn,Anthony Quayle,"53,176",Action,Adventure,Drama,28.90,nan,"3,399"
Tora! Tora! Tora!,Martin Balsam,Sô Yamamura,Jason Robards,Joseph Cotten,"35,692",Action,Drama,History,29.55,U,"4,103"
Headhunters,Aksel Hennie,Synnøve Macody Lund,Nikolaj Coster-Waldau,Julie R. Ølgaard,"104,335",Action,Crime,Thriller,1.20,15,"4,300"
Police Story,Jackie Chan,Maggie Cheung,Brigitte Lin,Yuen Chor,"39,050",Action,Comedy,Crime,0.11,15,nan
Ip Man 2,Donnie Yen,Xiaoming Huang,Sammo Kam-Bo Hung,Lynn Xiong,"108,088",Action,Biography,Drama,0.21,15,nan
13 Assassins,Kôji Yakusho,Takayuki Yamada,Yûsuke Iseya,Ikki Sawamura,"66,926",Action,Adventure,Drama,0.80,15,nan
New World,Lee Jung-jae,Choi Min-sik,Hwang Jung-min,Park Sung-woong,"25,009",Action,Crime,Drama,0.46,15,nan
House of Flying Daggers,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,Dandan Song,"114,298",Action,Adventure,Drama,11.05,15,nan
A Bittersweet Life,Lee Byung-hun,Shin Min-a,Yeong-cheol Kim,Hwang Jung-min,"41,475",Action,Crime,Drama,nan,18,nan
The Legend of Drunken Master,Jackie Chan,Ho-Sung Pak,Lung Ti,Anita Mui,"47,461",Action,Comedy,nan,11.55,12,nan
Tanhaji: The Unsung Warrior,Ajay Devgn,Saif Ali Khan,Sharad Kelkar,Kajol,"34,214",Action,Biography,Drama,nan,15,nan
Zatoichi: The Blind Swordsman,Takeshi Kitano,Tadanobu Asano,Yui Natsukawa,Michiyo Yasuda,"50,530",Action,Comedy,Crime,0.85,18,nan
Mesrine Part 1: Killer Instinct,Vincent Cassel,Cécile de France,Gérard Depardieu,Gilles Lellouche,"34,553",Action,Biography,Crime,0.55,15,nan
Jodhaa Akbar,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Poonam Sinha,"33,611",Action,Drama,History,3.44,12A,nan
Delhi Belly,Imran Khan,Vir Das,Kunaal Roy Kapur,Shenaz Treasury,"30,953",Action,Comedy,Crime,1.53,15,nan
Mersal,Joseph Vijay,Nithya Menen,S.J. Suryah,Samantha Ruth Prabhu,"36,202",Action,Thriller,nan,nan,12A,nan
Waar,haan Shahid,Hamza Ali Abbasi,Shamoon Abbasi,Ayesha Khan,"29,927",Action,Crime,Drama,nan,15,nan
John Wick,Keanu Reeve,Michael Nyqvist,Alfie Allen,Willem Dafoe,"693,740",Action,Crime,Thriller,43.04,15,69
John Wick: Chapter 3 - Parabellum,Keanu Reeve,Halle Berry,Ian McShane,Laurence Fishburne,"390,080",Action,Crime,Thriller,171.02,15,132
John Wick: Chapter 2,Keanu Reeve,Riccardo Scamarcio,Ian McShane,Ruby Rose,"476,657",Action,Crime,Thriller,92.03,18,166
Shang-Chi and the Legend of the Ten Rings,imu Liu,Awkwafina,Tony Leung Chiu-wai,Ben Kingsley,"402,315",Action,Adventure,Fantasy,224.54,12A,194
Spider-Man: Homecoming,Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,"679,802",Action,Adventure,Sci-Fi,334.20,12A,282
Nobody,Bob Odenkirk,Aleksey Serebryakov,Connie Nielsen,Christopher Lloyd,"285,863",Action,Crime,Drama,27.27,15,315
Spider-Man,Tobey Maguire,Kirsten Dunst,Willem Dafoe,James Franco,"838,106",Action,Adventure,Sci-Fi,403.71,12,327
Ready Player One,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Lena Waithe,"453,863",Action,Adventure,Sci-Fi,137.69,12A,552
Mission: Impossible - Rogue Nation,Tom Cruise,Rebecca Ferguson,Jeremy Renner,Simon Pegg,"383,868",Action,Adventure,Thriller,195.04,12A,607
Mission: Impossible - Ghost Protocol,Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,"501,425",Action,Adventure,Thriller,209.40,12A,713
The Last Duel,Matt Damon,Adam Driver,Jodie Comer,Harriet Walter,"165,559",Action,Drama,History,10.85,18,780
Wonder Woman,Gal Gado,Chris Pine,Robin Wright,Lucy Davis,"674,286",Action,Adventure,Fantasy,412.56,12A,846
Superman,Christopher Reeve,Margot Kidder,Gene Hackman,Marlon Brando,"180,585",Action,Adventure,Sci-Fi,134.22,A,878
Spider-Man: Far from Home,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Marisa Tomei,"515,680",Action,Adventure,Comedy,390.53,12A,948
Spider-Man 2,Tobey Maguire,Kirsten Dunst,Alfred Molina,James Franco,"672,208",Action,Adventure,Sci-Fi,373.59,PG,990
The Rock,ean Connery,Nicolas Cage,Ed Harris,John Spencer,"346,906",Action,Adventure,Thriller,134.07,15,"1,067"
Predestination,Ethan Hawke,Sarah Snook,Noah Taylor,Madeleine West,"291,166",Action,Drama,Sci-Fi,0.07,15,"1,070"
Looper,Joseph Gordon-Levi,Bruce Willis,Emily Blunt,Paul Dano,"586,889",Action,Drama,Sci-Fi,66.49,15,"1,241"
A History of Violence,Viggo Mortensen,Maria Bello,Ed Harris,William Hurt,"244,640",Action,Crime,Drama,31.49,18,"1,435"
Law Abiding Citizen,Gerard Butle,Jamie Foxx,Leslie Bibb,Colm Meaney,"306,526",Action,Crime,Drama,73.34,18,"1,752"
X-Men 2,Patrick Stew,Hugh Jackman,Halle Berry,Ian McKellen,"560,789",Action,Sci-Fi,Thriller,214.95,12A,"1,845"
War for the Planet of the Apes,Andy Serki,Woody Harrelson,Steve Zahn,Karin Konoval,"266,612",Action,Adventure,Drama,146.88,12A,"1,922"
How to Train Your Dragon: The Hidden World,Jay Baruchel,America Ferrera,F. Murray Abraham,Cate Blanchett,"138,079",Animation,Action,Adventure,160.80,PG,"2,421"
Sherlock Holmes: A Game of Shadows,Robert Downey Jr.,Jude Law,Jared Harris,Rachel McAdams,"465,832",Action,Adventure,Mystery,186.85,12A,"2,988"
Bullitt,eve McQueen,Jacqueline Bisset,Robert Vaughn,Don Gordon,"72,158",Action,Crime,Thriller,42.30,A,"3,422"
From Russia with Love,ean Connery,Robert Shaw,Lotte Lenya,Daniela Bianchi,"139,425",Action,Adventure,Thriller,24.80,PG,"3,555"
Open Range,Kevin Costne,Robert Duvall,Diego Luna,Abraham Benrubi,"75,457",Action,Drama,Romance,58.33,12A,"3,612"
Thief,James Caan,Tuesday Weld,Willie Nelson,Jim Belushi,"34,912",Action,Crime,Drama,11.49,X,"3,957"
Mission Majnu,idharth Malho,Rashmika Mandanna,Parmeet Sethi,Zakir Hussain,"41,585",Action,Drama,History,nan,15,"3,991"
Black Dynamite,Michael Jai White,Arsenio Hall,Tommy Davidson,Phyllis Applegate,"50,246",Action,Comedy,nan,0.23,15,nan
Rurouni Kenshin,Takeru Satoh,Emi Takei,Yû Aoi,Munetaka Aoki,"27,613",Action,Adventure,Drama,nan,15,nan
Drunken Master,Jackie Chan,Siu-Tin Yuen,Jeong-lee Hwang,Dean Shek,"41,928",Action,Comedy,nan,nan,X,nan
Summer Wars,Ryunosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,Takahiro Yokokawa,"30,664",Animation,Action,Adventure,0.08,12,nan
Mesrine Part 2: Public Enemy Number 1,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric,Samuel Le Bihan,"30,544",Action,Biography,Crime,0.28,15,nan
Dungeons & Dragons: Honour Among Thieves,Chris Pine,Michelle Rodriguez,Regé-Jean Page,Justice Smith,"113,260",Action,Adventure,Comedy,nan,12A,6
Bullet Train,Brad Pi,Joey King,Aaron Taylor-Johnson,Brian Tyree Henry,"358,910",Action,Comedy,Thriller,103.37,15,76
Fast & Furious 5,Vin Diesel,Paul Walker,Dwayne Johnson,Jordana Brewster,"391,954",Action,Crime,Thriller,209.84,12A,84
Tenet,John David Washington,Robert Pattinson,Elizabeth Debicki,Juhan Ulfsak,"530,442",Action,Sci-Fi,Thriller,58.46,PG-13,202
Ant-Man,Paul Rudd,Michael Douglas,Corey Stoll,Evangeline Lilly,"692,831",Action,Comedy,Sci-Fi,180.20,12A,203
Starship Troopers,Casper Van Dien,Denise Richards,Dina Meyer,Jake Busey,"305,045",Action,Adventure,Sci-Fi,54.81,18,242
No Time to Die,Daniel Craig,Ana de Armas,Rami Malek,Léa Seydoux,"418,779",Action,Adventure,Thriller,160.87,12A,243
True Lies,Arnold Schwarzenegge,Jamie Lee Curtis,Tom Arnold,Bill Paxton,"268,980",Action,Comedy,Thriller,146.28,15,351
Men in Black,Tommy Lee Jone,Will Smith,Linda Fiorentino,Vincent D'Onofrio,"584,421",Action,Adventure,Comedy,250.69,12,357
The Accountant,Ben Affleck,Anna Kendrick,J.K. Simmons,Jon Bernthal,"305,238",Action,Thriller,nan,86.26,15,370
The Nice Guys,Russell Crowe,Ryan Gosling,Angourie Rice,Matt Bomer,"342,429",Action,Comedy,Crime,36.26,15,567
Dawn of the Dead,h Polley,Ving Rhames,Mekhi Phifer,Jake Weber,"262,541",Action,Horror,nan,59.02,18,586
Black Panther,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,"801,786",Action,Adventure,Sci-Fi,700.06,12A,611
Speed,Keanu Reeve,Dennis Hopper,Sandra Bullock,Joe Morton,"376,488",Action,Adventure,Thriller,121.25,15,630
Avengers: Age of Ultron,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,"885,369",Action,Adventure,Sci-Fi,459.01,12A,651
Beverly Hills Cop,Eddie Murphy,Judge Reinhold,John Ashton,Lisa Eilbacher,"191,742",Action,Comedy,Crime,234.76,15,770
Face/Off,John Travol,Nicolas Cage,Joan Allen,Alessandro Nivola,"387,460",Action,Crime,Sci-Fi,112.23,18,807
X-Men,Patrick Stew,Hugh Jackman,Ian McKellen,Famke Janssen,"627,318",Action,Adventure,Sci-Fi,157.30,15,830
13 Hours,John Krasinski,Pablo Schreiber,James Badge Dale,David Denman,"150,422",Action,Drama,History,52.85,15,836
Alita: Battle Angel,Rosa Salaz,Christoph Waltz,Jennifer Connelly,Mahershala Ali,"278,866",Action,Adventure,Sci-Fi,85.71,12A,870
American Sniper,Bradley Coope,Sienna Miller,Kyle Gallner,Cole Konis,"503,101",Action,Biography,Drama,350.13,15,940
The Karate Kid,Ralph Macchio,Pat Morita,Elisabeth Shue,Martin Kove,"233,031",Action,Drama,Family,90.82,U,"1,085"
El Camino: A Breaking Bad Movie,Aaron Paul,Jonathan Banks,Matt Jones,Charles Baker,"267,118",Action,Crime,Drama,nan,15,"1,092"
Pirates of the Caribbean: Dead Man's Chest,Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport,"736,562",Action,Adventure,Fantasy,423.32,12A,"1,156"
Raya and the Last Dragon,Kelly Marie Tran,Awkwafina,Gemma Chan,Izaac Wang,"159,509",Animation,Action,Adventure,54.72,PG,"1,602"
The Lego Batman Movie,Will Arne,Michael Cera,Rosario Dawson,Ralph Fiennes,"159,856",Animation,Action,Adventure,175.75,U,"1,773"
Equilibrium,Christian Bale,Sean Bean,Emily Watson,Taye Diggs,"338,349",Action,Drama,Sci-Fi,1.20,15,"1,846"
Patriots Day,Mark Wahlberg,Michelle Monaghan,J.K. Simmons,John Goodman,"107,633",Action,Crime,Drama,31.89,15,"2,098"
Southpaw,Jake Gyllenhaal,Rachel McAdams,Oona Laurence,Forest Whitaker,"246,946",Action,Crime,Drama,52.42,15,"2,129"
Layer Cake,Daniel Craig,Sienna Miller,Michael Gambon,Tom Hardy,"187,977",Action,Crime,Drama,2.34,15,"2,379"
Megamind,Will Ferrell,Jonah Hill,Brad Pitt,Tina Fey,"275,943",Animation,Action,Comedy,148.42,PG,"2,410"
Eye in the Sky,Helen Mirren,Aaron Paul,Alan Rickman,Barkhad Abdi,"88,534",Action,Drama,Thriller,18.70,15,"2,469"
The Adventures of Tintin: The Secret of the Unicorn,Jamie Bell,Andy Serkis,Daniel Craig,Simon Pegg,"236,554",Animation,Action,Adventure,77.59,PG,"2,535"
Enemy of the State,Will Smith,Gene Hackman,Jon Voight,Lisa Bonet,"250,761",Action,Thriller,nan,111.55,15,"2,537"
Okja,Tilda Swinton,Paul Dano,Seo-hyun Ahn,Jake Gyllenhaal,"126,574",Action,Adventure,Drama,nan,15,"2,792"
To Live and Die in L.A.,William Petersen,Willem Dafoe,Jane Leeves,Cherise Bates,"35,694",Action,Crime,Drama,17.31,18,"2,857"
The Next Three Days,Russell Crowe,Elizabeth Banks,Liam Neeson,Michael Buie,"200,791",Action,Crime,Drama,21.15,12A,"3,676"
The Negotiator,muel L. Jackson,Kevin Spacey,David Morse,Ron Rifkin,"148,234",Action,Crime,Drama,44.48,15,"3,715"
Invictus,Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng,"163,463",Action,Adventure,Biography,37.49,12A,"3,974"
Nikita,Anne Parillaud,Marc Duret,Patrick Fontana,Alain Lathière,"74,050",Action,Crime,Drama,5.02,18,"4,007"
Star Trek IV: The Voyage Home,William Shatne,Leonard Nimoy,DeForest Kelley,James Doohan,"88,379",Action,Adventure,Comedy,109.71,PG,"4,021"
Crimson Tide,Gene Hackman,Denzel Washington,Matt Craven,George Dzundza,"117,609",Action,Drama,Thriller,91.40,15,"4,022"
Grosse Pointe Blank,John Cusack,Minnie Driver,Dan Aykroyd,Joan Cusack,"96,818",Action,Comedy,Crime,28.01,15,"4,263"
Running Scared,Paul Walke,Cameron Bright,Chazz Palminteri,Vera Farmiga,"101,525",Action,Crime,Drama,6.86,18,"4,422"
Shaolin Soccer,ephen Chow,Wei Zhao,Yat-Fei Wong,Man-Tat Ng,"84,104",Action,Comedy,Fantasy,0.49,12A,"4,668"
Assault on Precinct 13,Austin Stoke,Darwin Joston,Laurie Zimmer,Martin West,"52,832",Action,Crime,Thriller,nan,X,nan
Jason and the Argonauts,Todd Armstrong,Nancy Kovack,Gary Raymond,Laurence Naismith,"29,474",Action,Adventure,Family,4.58,nan,nan
The Getaway,eve McQueen,Ali MacGraw,Ben Johnson,Sally Struthers,"33,919",Action,Crime,Thriller,36.73,X,nan
Red Cliff,Tony Leung Chiu-wai,Takeshi Kaneshiro,Fengyi Zhang,Chang Chen,"47,346",Action,Adventure,Drama,0.63,15,nan
Bacurau,Bárbara Colen,Thomas Aquino,Silvero Pereira,Thardelly Lima,"28,984",Action,Adventure,Drama,nan,18,nan
Get Carter,Michael Caine,Ian Hendry,Britt Ekland,John Osborne,"35,247",Action,Crime,Thriller,0.39,18,nan
Ghajini,Aamir Khan,Asin Thottumkal,Jiah Khan,Aamir Naik,"64,225",Action,Drama,Mystery,2.43,15,nan
Max Manus: Man of War,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Ken Duken,"28,938",Action,Biography,Crime,nan,15,nan
The Baader Meinhof Complex,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Bruno Ganz,"38,990",Action,Biography,Crime,0.48,18,nan
Master,Joseph Vijay,Vijay Sethupathi,Malavika Mohanan,Arjun Das,"78,987",Action,Crime,Thriller,nan,15,nan
The Suicide Squad,Margot Robbie,Idris Elba,John Cena,Joel Kinnaman,"372,809",Action,Adventure,Comedy,55.82,15,122
The Hunger Games,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci,"948,052",Action,Adventure,Sci-Fi,408.01,12A,185
From Dusk Till Dawn,Harvey Keitel,George Clooney,Juliette Lewis,Quentin Tarantino,"325,272",Action,Crime,Horror,25.75,18,531
The Equalizer,Denzel Washington,Marton Csokas,Chloë Grace Moretz,David Harbour,"384,525",Action,Crime,Thriller,101.53,18,609
